#OTU_ID	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2	Consensus lineage	Kingdom	Phylum	Class	Order	Family	Genus
84	1873	1615	619	836	1254	774	0	4	2	0	0	2	84	132	577	52	1224	161	0	5	74	44	12	46	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
85	0	0	0	4	1	0	2395	2635	3888	215	672	17	0	0	1	0	0	1	9	10	1	1	6	1	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GammaproteobacteriaCL;f__GammaproteobacteriaCL;g__GammaproteobacteriaCL	Bacteria	Proteobacteria	Gammaproteobacteria	GammaproteobacteriaCL	GammaproteobacteriaCL	GammaproteobacteriaCL
86	1	0	0	0	1	1	460	146	156	1090	909	4529	0	2	5	2	0	1	127	376	331	319	611	564	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
87	0	0	0	0	0	7	4	1	0	0	0	2	2	26	1	2	2	1	1973	464	1035	1106	4570	465	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfurimonas	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas
88	0	0	0	0	0	0	142	14	41	547	14	21	0	4	1	0	0	0	1046	1076	1341	1278	3006	1114	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__Desulfosarcina	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	Desulfosarcina
89	2	1	5	1	1	6	818	561	780	460	1252	230	6	259	5	16	6	23	632	1193	799	785	1282	450	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter
90	526	110	428	73	2013	194	0	4	2	0	1	0	352	227	1737	162	1646	220	0	1	1	0	1	1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
91	762	600	1135	874	872	845	94	119	118	16	276	101	312	404	631	434	688	331	18	10	12	21	29	8	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__RhodobacteraceaeFA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	RhodobacteraceaeFA
92	0	0	0	1	0	0	3762	1760	3028	169	283	17	0	4	0	0	0	0	110	87	45	40	149	18	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__SinobacteraceaeFA	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	SinobacteraceaeFA
93	13	15	111	8	251	268	0	0	8	0	0	1	65	140	255	317	120	253	0	1	419	313	33	458	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__HalobacteriaceaeFA	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	HalobacteriaceaeFA
94	681	649	808	1341	830	684	5	2	14	1	1	0	310	583	592	324	483	494	0	2	26	24	1	4	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__DesulfuromonadalesOR;g__DesulfuromonadalesOR	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	DesulfuromonadalesOR	DesulfuromonadalesOR
95	1358	1064	528	848	1232	734	0	4	4	0	1	0	313	376	690	291	556	361	0	0	2	2	3	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Balneolaceae;g__BalneolaceaeFA	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Balneolaceae	BalneolaceaeFA
96	0	0	0	0	0	0	14	17	30	592	687	3419	0	1	0	0	0	0	256	479	641	547	1174	1008	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__Desulfobacterium	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	Desulfobacterium
97	9	36	1046	15	130	37	7	4	10	0	1	0	103	191	1837	104	3752	95	6	1	1	0	2	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Saprospiraceae;g__SaprospiraceaeFA	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	SaprospiraceaeFA
98	44	72	1038	320	127	34	0	2	3	0	0	1	42	92	788	36	1993	53	0	0	1	0	1	1	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Saprospiraceae;g__SaprospiraceaeFA	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	SaprospiraceaeFA
99	0	3	0	8	1	2	725	436	1444	46	176	29	0	8	1	3	2	0	1040	1041	823	792	1717	334	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__SinobacteraceaeFA	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	SinobacteraceaeFA
100	408	360	186	91	201	271	2700	815	1040	113	76	3	35	114	226	105	143	56	468	228	46	47	580	63	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter
101	234	307	507	328	449	281	19	2	16	1	2	2	323	495	730	374	958	2018	7	1	32	31	20	21	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__KSA2	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	KSA2
102	208	197	172	119	138	154	614	16	395	7	21	15	233	1348	249	315	142	927	171	153	557	591	543	240	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
103	0	0	0	0	0	0	578	125	328	81	52	1	0	1	0	0	0	0	1229	1958	886	906	1637	423	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__ChromatialesOR;g__ChromatialesOR	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	ChromatialesOR	ChromatialesOR
104	16	15	24	23	21	18	0	22	51	2300	78	447	36	72	29	23	26	55	4	217	835	716	261	2538	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
105	2	1	1	3	2	0	1551	841	1109	288	308	61	1	7	0	2	1	1	1108	873	234	222	1156	93	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__OM60;g__OM60FA	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM60	OM60FA
106	0	1	3	4	1	1	177	29	102	81	22	4	0	12	0	0	0	5	988	2249	1060	986	1426	660	k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutimonas	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Lutimonas
107	194	295	540	127	207	69	0	0	1	0	0	0	94	103	1561	34	3060	336	1	4	82	49	180	19	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
108	0	0	0	0	0	0	1	0	0	1	29	7733	0	1	0	0	0	0	0	0	1	2	2	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
109	1	1	1	2	0	0	0	9	1	0	0	0	2	3	11	6	3	0	8	61	386	312	60	774	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Balneolaceae;g__BalneolaceaeFA	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Balneolaceae	BalneolaceaeFA
110	4	2	122	17	54	71	2	2	9	21	2	115	81	624	282	54	180	134	356	254	922	934	1351	1062	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__Desulfococcus	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	Desulfococcus
111	5	1	0	0	0	0	0	0	0	0	2	7627	0	0	8	0	5	0	1	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
112	46	80	897	430	110	37	1	0	0	0	0	0	63	142	1416	58	2970	104	0	0	1	0	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Saprospiraceae;g__SaprospiraceaeFA	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Saprospiraceae	SaprospiraceaeFA
113	265	174	292	563	510	131	0	1	0	0	0	1	584	366	401	250	366	3669	1	0	1	0	0	1	k__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales;f__Thermotogaceae	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	ThermotogaceaeFA
114	3	3	1	0	0	0	4439	517	1964	86	153	24	2	6	2	7	0	3	36	22	48	45	169	27	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__DesulfuromonadaceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	DesulfuromonadaceaeFA
115	20	19	11	7	20	16	0	29	101	4	582	16	2	28	26	6	12	4	1	14	52	48	3	112	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__EctothiorhodospiraceaeFA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	EctothiorhodospiraceaeFA
117	0	0	0	0	0	0	0	0	21	4212	55	90	0	0	0	0	0	0	16	340	22	18	367	2255	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	DesulfobulbaceaeFA
118	1232	1025	305	415	1193	634	53	5	12	0	12	1	126	369	488	205	333	181	39	9	20	22	64	11	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae;g__Methylophaga	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga
119	961	755	763	617	734	1172	60	30	45	10	22	26	305	109	468	326	322	203	2	7	10	9	14	4	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Oceanicola	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceanicola
120	0	0	0	0	0	3	0	22	4	331	22	21	1	1	12	18	0	1	5	471	612	456	159	3470	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	GammaproteobacteriaCL	GammaproteobacteriaCL	GammaproteobacteriaCL
121	357	743	380	876	360	151	1	3	3	0	0	1	199	141	929	135	1741	380	0	0	0	1	1	4	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
122	3	6	35	4	20	24	1	0	1	0	0	1	36	40	1427	35	3758	220	0	0	6	7	1	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__Desulfobacterium	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	Desulfobacterium
123	0	0	1	0	1	4	132	6	60	176	20	7	1	3	3	1	3	2	1452	2871	211	206	1543	294	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	DesulfobulbaceaeFA
124	1	0	1	1	0	0	381	175	313	42	45	1	0	6	0	0	1	0	1086	1216	691	752	1689	303	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	MyxococcalesOR	MyxococcalesOR
125	0	0	1	0	4	1	1	6	5	80	35	42	1	0	16	1	2	0	10	154	488	368	326	1527	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__IE043	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	IE043
126	61	69	905	62	183	59	0	0	2	1	0	0	91	86	974	75	2652	767	0	0	6	9	7	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae;g__MarinilabiaceaeFA	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiaceae	MarinilabiaceaeFA
127	0	0	0	0	1	0	1396	136	3501	34	158	285	0	1	0	0	0	0	270	168	117	100	362	52	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	DesulfobulbaceaeFA
128	0	0	6	32	2	209	0	0	0	0	0	0	253	949	294	2684	11	1834	0	0	0	0	0	1	k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Haptophyceae;f__HaptophyceaeOR;g__HaptophyceaeOR	Bacteria	Cyanobacteria	Chloroplast	Haptophyceae	HaptophyceaeOR	HaptophyceaeOR
129	22	13	160	58	100	75	6	4	12	0	14	0	35	110	81	18	25	8	61	97	27	21	70	22	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__ChromatialesOR;g__ChromatialesOR	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	ChromatialesOR	ChromatialesOR
130	0	0	0	0	0	0	4	0	66	445	2261	3024	1	0	0	0	0	0	69	63	50	52	226	234	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulfobulbus	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus
131	39	93	1867	175	69	33	5	1	1	1	0	0	136	111	653	59	2667	85	1	0	2	0	6	3	k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Psychroflexus
132	0	0	6	1	8	4	0	0	2	0	0	0	3	12	695	11	677	16	1	0	1	0	4	5	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__Desulfobacter	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	Desulfobacter
133	4	5	0	11	4	14	4740	850	426	57	140	18	4	3	4	6	0	5	19	10	7	3	22	0	k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Gramella
134	486	790	399	839	278	254	5	0	1	0	1	0	201	265	469	270	838	712	0	1	3	4	10	11	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
135	140	106	326	80	282	919	12	3	16	3	3	1	339	545	544	1119	394	1133	2	6	29	26	13	35	k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Pirellulales;f__PirellulalesOR;g__PirellulalesOR	Bacteria	Planctomycetes	Planctomycea	Pirellulales	PirellulalesOR	PirellulalesOR
136	0	0	0	2	0	0	3285	935	1779	119	143	1	0	1	0	0	1	0	0	0	0	0	2	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GammaproteobacteriaCL;f__GammaproteobacteriaCL;g__GammaproteobacteriaCL	Bacteria	Proteobacteria	Gammaproteobacteria	GammaproteobacteriaCL	GammaproteobacteriaCL	GammaproteobacteriaCL
137	1	3	1	9	0	24	10	2	8	0	0	0	165	501	27	902	4	4249	25	18	112	91	66	14	k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter	Bacteria	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Maribacter
138	0	0	0	0	0	0	164	994	547	97	2132	2047	0	1	0	2	0	0	59	20	9	11	88	4	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GammaproteobacteriaCL;f__GammaproteobacteriaCL;g__GammaproteobacteriaCL	Bacteria	Proteobacteria	Gammaproteobacteria	GammaproteobacteriaCL	GammaproteobacteriaCL	GammaproteobacteriaCL
139	143	175	427	123	275	65	59	2	20	1	6	2	87	121	1052	50	1532	186	60	9	44	28	28	1	k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales;f__Puniceicoccaceae;g__PuniceicoccaceaeFA	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	PuniceicoccaceaeFA
140	0	0	0	0	0	0	0	67	66	1323	2320	2082	0	1	0	0	0	0	0	1	1	1	1	1	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__GemmatimonadetesCL;f__GemmatimonadetesCL;g__GemmatimonadetesCL	Bacteria	Gemmatimonadetes	Gemmatimonadetes	GemmatimonadetesCL	GemmatimonadetesCL	GemmatimonadetesCL
141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	28	5	6	18	82	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	ActinomycetalesOR	ActinomycetalesOR
142	186	161	784	290	787	589	0	0	2	2	0	0	317	321	626	428	801	229	0	0	1	3	1	2	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	RhodospirillaceaeFA
143	493	786	1897	1982	334	301	0	2	0	0	0	0	31	13	28	126	21	31	0	0	0	2	0	7	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis;g__Clostridiales Family XIII. Incertae SedisFA	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Clostridiales Family XIII. Incertae SedisFA
145	807	755	568	376	450	823	20	3	16	13	5	2	153	277	397	214	318	271	1	4	5	9	5	9	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseivivax	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseivivax
146	784	663	573	823	545	398	0	11	1	1	1	0	512	553	122	361	96	166	0	1	12	11	1	1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
147	103	105	167	87	307	473	0	1	9	0	2	0	98	208	268	542	180	271	0	0	2	0	3	2	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halorubrum	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubrum
148	0	0	0	1	0	0	0	18	0	0	1	4	0	8	5	36	0	1	12	717	283	219	156	3390	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	GammaproteobacteriaCL	GammaproteobacteriaCL	GammaproteobacteriaCL
149	122	84	257	61	206	138	0	0	1	0	0	0	263	89	745	21	2788	202	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Desulfobacteraceae;g__DesulfobacteraceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Desulfobacteraceae	DesulfobacteraceaeFA
150	0	0	0	0	0	0	28	5	17	27	4	0	0	1	0	0	0	0	1906	1305	547	550	1130	172	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__DesulfobulbaceaeFA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	DesulfobulbaceaeFA
151	270	55	343	205	262	249	1	2	2	2	0	2	1135	942	524	692	145	800	0	0	0	0	0	1	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfohalobiaceae;g__Desulfovermiculus	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfovermiculus
152	0	0	0	0	0	0	15	78	7	42	635	4075	0	1	0	0	0	0	43	21	189	199	244	10	k__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus
153	0	0	0	0	0	0	398	763	1304	218	2088	76	0	0	0	0	0	1	149	130	54	52	249	39	k__Bacteria;p__Caldithrix;c__Caldithrixae;o__Caldithrixales;f__CaldithrixalesOR;g__CaldithrixalesOR	Bacteria	Caldithrix	Caldithrixae	Caldithrixales	CaldithrixalesOR	CaldithrixalesOR
154	1	0	0	0	0	0	135	18	35	16	11	0	0	1	0	0	0	0	809	722	794	791	1798	360	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__ChromatialesOR;g__ChromatialesOR	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	ChromatialesOR	ChromatialesOR
155	4	1	5	3	12	24	0	0	3	1	0	0	18	76	91	299	89	241	0	0	31	29	0	22	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halorubrum	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubrum
156	1040	91	92	56	1387	83	0	1	2	0	0	1	343	389	840	124	365	360	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
157	336	68	230	45	143	66	0	0	2	1	1	0	694	403	698	479	107	2087	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
158	0	0	0	0	0	0	278	59	100	15	31	1	0	0	0	0	0	0	649	1596	532	448	1169	442	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__ChromatialesOR;g__ChromatialesOR	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	ChromatialesOR	ChromatialesOR
159	0	0	1	0	0	0	572	1286	2404	215	580	5	0	0	0	0	0	0	39	75	38	28	53	16	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	RhodospirillaceaeFA
160	10	6	7	7	6	11	3	5	28	699	173	734	5	31	1	9	2	2	85	312	697	662	1018	770	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__BacteroidalesOR;g__BacteroidalesOR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	BacteroidalesOR	BacteroidalesOR
161	0	0	0	1	0	0	0	366	57	539	1375	2132	3	5	4	2	0	0	5	36	1	3	4	9	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__ChromatialesOR;g__ChromatialesOR	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	ChromatialesOR	ChromatialesOR
162	0	0	0	2	0	0	50	1128	656	796	1764	882	0	0	0	0	0	0	3	2	0	1	5	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Rhodothermaceae;g__RhodothermaceaeFA	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Rhodothermaceae	RhodothermaceaeFA
163	13	26	102	315	21	316	15	17	17	4	5	1	535	1312	170	1076	25	1246	1	1	3	1	2	2	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__OM60;g__OM60FA	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM60	OM60FA
164	10	15	10	5	11	11	411	295	369	84	85	8	4	35	22	4	15	4	645	842	657	600	896	191	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__OM60;g__OM60FA	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM60	OM60FA
165	15	8	90	12	275	290	1	1	3	0	0	0	66	76	282	268	99	204	0	1	22	19	2	25	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloarcula	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloarcula
166	245	205	287	295	1126	244	7	15	41	0	4	0	278	121	121	72	198	83	1	8	148	133	5	23	k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Balneolaceae;g__BalneolaceaeFA	Bacteria	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Balneolaceae	BalneolaceaeFA
