#OTU_ID	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2
2230	6	10	7	14	24	15	0	0	0	0	0	0	61	19	22	8	37	27	0	0	0	0	0	0
2231	0	0	0	0	0	0	50	30	38	67	17	1	0	0	0	0	0	0	13	20	4	10	8	1
2233	0	0	0	0	0	0	2	4	2	0	0	0	0	3	0	1	0	0	76	27	38	36	64	6
2234	0	0	0	0	1	0	1	5	4	153	5	12	0	0	0	0	0	0	0	1	1	0	6	69
2235	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	61	56	13	19	94	9
2236	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	119	2	4
2237	0	0	0	0	0	0	53	1	21	3	1	0	0	0	0	0	0	0	30	39	24	24	48	14
2238	1	0	0	2	0	16	0	0	0	0	0	0	73	83	1	27	1	1	0	1	0	0	0	0
2239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	35	22	31	89	8
2240	0	0	0	0	0	1	7	2	5	113	11	13	0	0	1	1	0	0	0	6	4	5	3	69
2241	0	0	0	0	0	0	0	1	0	8	1	1	0	0	0	0	0	0	33	71	7	6	58	22
2242	0	0	0	0	0	0	0	0	4	13	0	0	0	0	0	0	0	0	73	29	32	28	77	1
2244	0	0	0	0	0	0	9	131	43	12	55	6	0	0	0	0	0	0	0	0	0	0	0	0
2245	0	0	0	0	0	0	0	0	4	73	12	83	0	1	0	0	0	0	0	4	26	14	8	31
2246	0	0	0	0	0	0	4	47	101	18	54	12	0	0	0	0	0	0	2	5	3	3	6	1
2247	0	1	0	0	0	0	4	10	14	7	8	0	0	0	0	0	0	0	29	54	23	26	64	15
2248	0	0	0	0	0	0	4	1	1	2	0	0	0	0	0	0	0	1	49	5	3	5	179	5
2249	0	0	0	1	1	0	0	0	0	1	0	0	0	6	0	0	0	0	83	19	35	38	61	10
2250	0	0	0	0	0	0	13	1	1	5	0	0	0	0	0	0	0	0	56	47	28	25	55	24
2251	11	14	14	10	19	22	0	1	0	0	0	0	11	24	20	11	12	21	0	1	22	14	1	2
2252	4	3	2	10	3	23	0	0	0	0	0	0	5	49	6	15	1	55	0	2	2	2	2	8
2253	35	38	3	6	6	18	0	1	0	0	0	0	4	8	21	6	22	18	1	0	0	0	1	0
2254	0	0	0	0	0	0	8	80	62	12	91	1	0	0	0	0	0	0	0	0	0	0	0	0
2255	0	0	0	0	0	0	8	79	62	28	55	1	0	0	0	0	0	0	3	7	4	2	4	1
2256	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	62	16	18	25	128	2
2257	0	0	0	0	0	1	0	0	0	6	0	2	0	13	0	0	0	1	38	32	30	26	66	38
2258	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	16	37	37	24	97	39
2259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	16	13	10	54	3
2260	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	0	0	0	27	32	36	29	70	40
2261	0	0	0	0	0	0	3	0	1	88	2	2	0	9	0	0	0	0	10	9	28	24	46	31
2262	0	0	0	0	0	0	0	1	184	63	5	0	0	0	0	0	0	0	0	0	0	0	0	0
2263	8	31	9	6	6	3	0	0	0	0	0	0	1	9	8	17	2	26	1	2	23	9	15	16
2264	4	4	8	0	8	1	0	0	0	1	0	0	6	12	27	17	34	20	0	2	2	0	1	1
2265	0	0	3	0	9	8	0	3	1	0	0	0	6	6	8	7	3	3	0	8	58	49	1	44
2266	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	88	41	21	24	69	7
2267	0	0	0	0	0	0	3	34	9	91	40	14	0	0	0	0	0	0	0	1	0	0	0	0
2268	5	7	28	14	41	16	0	0	2	0	0	0	6	6	45	7	22	7	1	0	0	1	3	1
2269	0	0	0	0	0	0	0	0	0	0	0	0	2	5	3	2	0	3	0	1	58	51	65	49
2270	0	0	0	0	0	0	28	1	3	2	2	3	0	0	0	0	0	0	5	23	54	48	36	47
2271	9	13	18	8	34	11	0	0	1	0	0	0	8	24	24	17	32	12	0	1	0	0	1	0
2272	0	0	0	0	0	0	4	5	59	3	5	1	0	0	0	0	0	0	12	14	3	2	138	6
2273	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	74	20	16	14	118	7
2274	0	6	0	14	13	116	0	0	0	0	0	0	49	40	9	0	2	0	0	0	0	0	0	0
2275	1	2	2	7	3	9	0	0	0	0	0	0	3	119	24	2	16	9	0	0	25	15	0	4
2276	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	78	34	38	32	58	10
2277	0	0	0	0	0	0	1	83	54	39	67	7	0	0	0	0	0	0	0	0	0	0	0	0
2278	0	0	0	0	0	0	0	0	4	88	13	146	0	0	0	0	0	0	0	0	0	0	0	0
2279	0	0	0	0	0	0	10	120	11	5	21	23	0	0	0	0	0	0	18	7	4	4	20	1
2280	3	2	8	3	7	7	0	0	0	0	0	0	25	113	24	13	6	18	0	0	0	0	1	1
2281	0	0	0	0	0	0	2	0	3	6	0	0	0	0	0	0	0	0	41	93	15	19	63	9
2282	0	0	0	0	0	0	15	3	5	6	0	0	0	0	0	0	0	0	48	80	23	22	43	6
2283	0	0	1	0	1	23	0	1	0	0	1	0	3	143	11	3	1	1	1	0	4	0	0	0
2284	0	0	0	0	0	0	97	85	39	12	17	1	0	0	0	0	0	0	0	0	0	0	0	0
2285	0	0	0	0	0	0	0	4	1	53	5	56	0	1	0	0	0	0	0	6	15	18	32	56
2287	0	0	0	0	0	0	100	85	28	5	18	12	0	0	0	1	0	0	0	0	0	0	1	0
2288	9	10	44	14	34	15	0	0	2	0	0	0	1	3	37	2	58	3	0	0	1	1	0	0
2289	0	1	1	1	1	0	9	0	8	0	1	0	1	20	3	15	0	4	9	12	64	56	26	14
2291	0	0	0	1	0	0	0	24	1	20	34	153	0	0	0	0	0	0	2	2	1	1	3	1
2292	0	0	0	0	0	0	10	1	1	2	0	0	0	0	0	0	0	0	19	9	34	30	113	31
2293	9	0	58	2	30	46	0	0	0	0	0	0	5	7	40	17	16	9	0	1	0	0	0	0
2294	0	0	0	0	0	0	2	52	35	13	117	30	0	0	0	0	0	0	0	0	0	0	0	0
2295	2	0	6	10	0	0	30	91	16	3	68	5	3	4	1	1	4	2	0	0	0	0	0	0
2296	0	0	0	0	0	0	3	121	39	8	75	2	0	0	0	0	0	0	0	0	0	0	0	0
2297	29	23	15	8	28	24	3	0	0	0	0	0	4	8	24	7	14	3	0	1	19	12	2	19
2298	0	0	0	0	3	0	5	0	1	0	1	0	0	2	1	0	1	0	0	0	0	0	0	234
2300	7	3	7	17	0	0	85	11	3	0	1	0	21	16	8	23	4	28	4	0	1	0	4	0
2301	0	0	0	0	0	0	23	43	62	6	47	3	0	0	0	0	0	0	13	20	7	4	19	1
2302	0	0	0	0	0	0	3	0	2	3	0	0	0	0	0	0	0	0	49	45	31	33	67	15
2304	0	0	0	0	0	0	3	0	1	53	5	5	0	0	0	0	1	0	8	35	29	14	37	56
2305	1	5	21	40	3	9	0	0	0	0	0	0	13	32	10	12	33	15	0	0	0	0	0	0
2306	0	1	0	0	0	0	19	5	11	7	0	0	0	0	1	0	0	0	47	38	27	19	60	12
2307	0	0	1	0	0	0	3	0	31	174	27	0	0	0	0	0	0	0	0	1	1	0	8	1
2308	0	0	0	0	0	0	0	0	5	143	12	56	0	0	0	0	0	0	0	4	1	0	17	9
2309	0	0	0	0	0	0	97	17	75	6	6	0	0	1	0	0	0	0	1	16	3	2	18	5
2310	6	13	30	12	16	54	0	0	0	0	0	0	4	5	59	7	29	7	2	0	0	0	0	0
2311	0	0	0	0	0	0	5	5	2	0	0	0	0	0	0	14	0	211	1	0	1	0	1	7
2312	0	0	0	0	0	0	0	97	7	131	2	7	0	1	0	1	0	0	0	0	0	0	0	0
2313	6	1	9	2	10	28	0	0	1	0	0	0	8	23	11	21	0	10	0	1	28	14	5	67
2314	0	0	0	0	0	0	1	2	1	2	1	0	0	0	0	0	0	0	109	27	13	16	71	3
2315	27	31	23	18	13	27	0	0	1	0	1	1	15	19	22	18	11	14	0	0	0	0	0	0
2316	0	0	0	0	0	0	61	144	38	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
2317	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	52	84	15	16	63	12
2318	0	0	0	0	0	0	0	0	5	199	0	0	0	0	0	0	0	0	1	16	2	0	15	8
2319	0	2	3	3	0	1	3	4	5	2	0	0	0	2	2	0	2	0	50	51	32	24	51	5
2321	0	0	0	0	0	0	0	0	1	1	20	221	0	0	0	0	0	0	1	0	0	0	1	0
2322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	39	5	10	97	15
2323	0	0	0	0	0	0	27	76	80	3	41	14	0	0	0	0	0	0	1	2	0	1	0	0
2324	0	0	0	0	0	0	60	35	44	4	43	6	0	0	0	0	0	0	24	12	3	0	14	0
2325	15	7	17	13	21	7	0	0	3	0	0	0	23	22	32	17	21	31	0	0	0	0	0	0
2326	0	0	0	0	0	0	27	103	44	3	39	1	1	0	0	0	0	0	10	4	0	5	7	0
2327	2	2	3	3	1	3	0	12	9	32	70	39	1	8	5	5	1	0	0	1	7	11	16	10
2328	14	27	8	20	14	50	0	0	0	0	0	0	12	41	4	23	1	3	0	0	5	5	0	1
2329	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	45	50	38	41	61	8
2330	0	0	0	0	0	1	9	1	0	0	0	0	0	0	1	0	2	0	4	16	19	17	90	84
2331	9	7	8	15	15	7	0	0	0	0	0	0	24	27	29	18	15	45	0	0	0	0	0	0
2332	0	0	0	0	0	0	0	0	1	218	1	6	0	0	0	0	0	0	1	4	4	1	6	2
2333	0	0	0	0	0	0	0	0	12	202	2	27	0	0	0	0	0	0	0	0	0	0	0	0
2334	2	2	44	2	31	61	0	0	0	0	0	0	12	12	19	28	7	17	0	0	1	1	0	2
2336	5	30	7	11	71	43	0	0	0	0	0	0	7	2	13	9	22	19	0	0	0	0	0	0
2337	0	0	0	0	0	0	58	86	71	3	11	2	0	1	1	1	0	3	0	0	4	1	0	1
2341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	15	58	45	59	57
2342	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	46	32	27	35	79	21
2343	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	31	16	68	77	47	0
2344	1	2	18	0	1	1	0	0	2	0	0	0	10	10	52	3	98	2	0	0	0	0	0	0
2345	0	0	0	0	0	0	0	0	0	1	28	205	0	0	0	0	0	0	0	1	0	1	3	3
2346	0	0	0	0	0	0	10	1	2	3	0	2	0	0	0	0	0	0	24	61	34	36	50	19
2347	0	0	0	0	3	4	4	12	7	56	43	7	0	32	1	22	2	9	1	4	3	5	11	11
2349	2	2	4	4	0	3	152	12	36	2	2	0	3	2	1	8	1	4	0	0	1	1	0	1
2350	0	0	0	0	0	0	1	1	3	204	22	2	0	5	0	0	0	0	0	0	1	0	0	0
2351	0	0	0	0	0	0	0	0	0	0	0	0	0	209	2	19	1	7	0	2	1	0	0	0
2352	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	28	31	40	37	91	11
2353	8	11	7	7	6	5	0	0	0	0	0	0	8	20	24	7	43	74	0	0	0	0	0	1
2354	0	0	0	0	0	0	2	0	4	175	18	15	0	0	2	0	0	0	0	5	6	5	1	0
2355	0	0	0	0	0	0	105	17	84	11	23	0	0	0	0	0	0	0	0	0	0	0	0	0
2356	0	0	0	0	0	0	14	92	94	0	34	0	0	0	0	0	0	0	1	2	0	0	3	0
2357	0	0	0	0	0	0	23	31	113	27	46	0	0	0	0	0	0	0	0	0	0	0	0	0
2359	0	0	0	0	0	0	1	237	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2360	0	0	0	0	0	0	3	30	157	37	12	0	0	0	0	0	0	0	0	0	0	0	0	0
2361	0	0	0	0	0	0	71	36	84	7	26	0	0	0	0	1	0	1	1	5	2	1	4	0
2363	0	0	0	0	0	0	0	0	1	231	0	1	0	0	0	0	0	0	0	0	0	0	5	1
2364	0	0	1	0	0	1	0	1	12	0	2	0	0	2	9	6	0	1	0	0	19	16	32	96
2365	0	0	0	0	0	1	0	0	1	22	6	19	1	5	0	0	0	0	14	27	34	18	45	46
2366	19	15	19	16	28	31	0	0	0	0	0	0	5	14	10	8	9	13	0	0	5	2	0	0
2367	33	12	5	9	7	9	0	0	0	0	0	0	26	29	21	11	41	16	0	0	0	0	0	0
2368	5	3	3	3	3	6	80	49	34	4	8	1	6	7	4	2	3	9	2	0	2	1	1	0
2369	0	0	0	0	0	0	5	1	1	1	0	0	0	0	0	0	0	0	33	63	24	18	79	13
2370	0	0	1	0	2	1	0	0	1	0	0	0	28	39	59	8	73	26	0	0	0	0	0	0
2371	0	0	0	0	0	0	17	76	72	17	46	3	0	0	0	0	0	0	0	1	1	0	1	1
2372	0	0	0	0	0	0	63	21	51	0	90	13	0	0	0	0	0	0	0	0	0	0	0	0
2373	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2374	0	0	0	0	0	0	49	75	86	7	13	1	0	0	0	0	0	0	0	0	1	0	6	0
2375	0	0	0	0	0	0	166	39	22	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0
2376	0	0	1	0	11	3	1	0	0	0	1	0	0	6	6	6	0	0	1	24	70	70	17	20
2377	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	10	65	50	34	75
2378	5	4	2	0	2	12	0	0	1	3	17	13	12	40	4	29	1	20	2	3	18	18	13	3
2380	0	0	0	0	0	0	5	66	35	10	94	8	0	0	0	0	0	0	2	0	0	0	17	0
2381	1	0	1	1	0	2	0	3	0	8	0	2	2	11	3	4	2	3	0	2	27	21	29	110
2382	0	0	0	0	0	0	19	117	32	6	59	2	0	0	0	0	0	0	1	0	0	0	1	0
2383	0	0	0	0	0	0	2	0	1	10	0	0	0	0	0	0	0	0	23	35	47	31	64	24
2384	18	18	133	7	9	6	0	0	0	0	0	0	5	3	4	3	12	2	0	0	0	0	0	0
2385	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	75	39	27	24	55	11
2386	0	0	1	0	9	4	0	0	0	0	0	0	4	169	26	14	3	2	0	0	1	0	1	2
2387	7	17	19	19	37	20	0	5	5	0	2	0	12	9	22	17	22	4	0	0	1	1	0	0
2388	0	0	0	0	0	0	16	54	19	1	135	9	0	0	0	0	0	1	0	0	0	1	0	0
2389	0	0	0	0	0	0	2	50	35	23	111	0	0	0	0	0	0	0	7	2	1	1	3	1
2390	5	16	16	11	28	0	0	0	0	0	0	0	13	6	36	2	91	3	0	0	0	0	0	1
2391	7	3	2	0	4	1	7	0	11	0	0	0	2	26	17	8	10	31	26	4	13	10	14	5
2392	0	0	0	0	0	0	171	12	17	4	3	2	0	1	0	0	0	0	1	0	4	1	15	4
2393	0	0	0	0	0	0	14	1	2	0	2	0	0	0	0	0	0	0	33	77	16	15	60	15
2394	0	0	0	0	0	0	0	0	0	22	0	0	0	20	0	0	0	1	0	6	43	42	19	82
2395	0	0	0	0	0	0	0	120	1	11	71	14	1	0	5	4	0	0	0	0	1	0	0	1
2396	0	0	0	0	0	1	1	0	0	0	0	0	0	189	7	0	2	15	0	0	6	9	1	3
2397	0	0	0	0	0	1	33	95	68	5	31	1	0	0	0	0	0	0	0	0	0	0	0	0
2398	2	0	1	0	0	35	0	0	0	0	1	0	0	0	0	1	2	0	0	0	3	3	3	177
2399	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	14	14	19	163	4
2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	22	68	76	41	3
2401	59	8	9	5	88	14	0	0	0	0	0	0	17	26	6	2	0	0	0	0	0	0	0	0
2402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	34	9	7	45	1
2403	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	66	21	33	34	69	6
2404	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	11	16	55	34	96	19
2405	0	0	0	0	0	0	44	15	97	18	6	0	0	0	0	0	0	0	9	11	2	4	25	2
2406	5	6	8	6	15	17	0	0	1	0	0	0	3	24	12	7	20	69	0	0	0	0	0	0
2407	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	15	73	59	43	21
2408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	38	24	155	5
2409	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0	26	47	20	30	81	22
2410	4	0	15	0	11	4	0	0	0	0	0	0	9	49	38	10	26	18	0	0	0	0	0	0
2411	3	3	6	6	18	14	0	2	0	0	0	0	4	4	17	27	49	19	0	0	0	0	0	0
2412	0	0	0	0	0	0	3	160	9	5	50	5	0	0	0	0	0	0	0	0	0	0	0	0
2413	2	23	10	34	8	17	0	0	0	0	0	0	51	32	5	13	7	26	0	0	0	0	0	0
2414	0	0	0	0	0	0	0	3	2	0	5	0	0	0	0	0	0	0	66	12	45	35	59	5
2415	6	8	9	6	12	12	5	9	11	3	3	4	12	10	9	8	9	8	7	6	12	7	21	6
2416	11	3	12	3	36	25	0	0	1	0	0	0	4	8	28	5	7	1	0	1	7	6	1	7
2417	0	0	0	0	0	0	0	0	0	10	1	0	1	0	0	0	0	0	0	7	19	25	25	143
2418	0	0	0	0	0	7	0	0	1	0	0	0	5	90	4	69	1	37	0	0	0	1	8	3
2419	0	0	0	0	0	0	9	80	44	15	38	3	0	0	0	0	0	0	6	16	2	4	12	2
2423	13	2	30	18	34	35	0	0	1	0	0	0	2	14	18	13	15	10	0	0	5	3	1	4
2424	0	0	0	0	0	0	0	0	9	62	2	156	0	0	0	0	0	0	0	0	0	0	1	0
2425	1	0	5	4	3	6	0	1	0	4	0	0	4	15	10	8	0	0	1	35	18	18	51	17
2427	1	3	3	4	1	1	14	3	4	0	2	2	2	8	42	1	93	1	0	0	0	0	0	0
2428	0	0	1	0	0	1	0	0	0	0	0	0	4	2	3	1	0	1	1	15	19	23	29	121
2429	0	2	7	5	2	2	17	23	12	1	12	0	6	17	2	10	3	13	25	32	5	2	29	1
2430	26	9	14	28	27	16	0	0	0	0	0	0	5	34	8	26	3	10	0	0	2	4	0	0
2431	7	0	25	5	26	51	0	0	2	0	0	0	9	15	29	14	6	8	0	0	11	9	1	6
2433	9	5	4	5	4	17	0	1	0	0	0	0	2	9	3	1	2	1	0	1	69	66	0	13
2434	0	0	0	0	0	0	0	19	54	20	104	27	0	0	0	0	0	0	0	0	0	1	1	0
2435	0	2	15	1	0	6	177	1	0	0	0	0	0	1	3	10	0	10	0	0	0	0	1	0
2436	1	7	7	3	13	0	1	0	0	0	0	0	0	3	59	0	107	2	0	0	0	0	0	0
2438	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	25	11	37	34	107	11
2439	0	0	0	0	0	0	123	49	34	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0
2440	1	0	10	7	9	57	0	0	0	0	0	0	28	44	18	16	14	16	0	0	0	0	0	0
2441	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	54	36	28	20	84	5
2442	0	0	2	0	0	0	15	12	18	0	3	0	0	0	0	0	0	0	12	54	26	23	48	16
2443	0	2	5	0	1	5	0	0	0	0	0	0	0	9	7	1	1	4	0	1	69	58	1	56
2444	0	0	0	0	0	0	33	103	61	6	19	0	0	0	0	0	0	1	1	0	1	0	3	1
2445	0	0	0	0	0	0	13	30	123	26	23	4	0	0	0	0	0	0	1	1	1	0	6	1
2446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	59	21	27	77	10
2447	0	0	0	0	0	0	4	0	1	2	0	0	0	0	0	0	0	0	41	39	24	20	84	13
2448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	15	38	39	92	28
2449	0	0	0	0	0	0	0	0	11	204	7	6	0	0	0	0	0	0	0	0	0	0	0	0
2450	0	0	1	2	0	0	4	111	21	2	41	37	0	0	0	0	0	0	1	0	0	0	7	1
2451	0	0	0	0	0	0	125	16	83	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
2452	2	1	5	0	1	5	0	0	0	0	0	0	7	37	6	23	3	8	0	7	19	13	7	21
2454	53	94	24	40	1	0	0	1	0	0	0	0	8	1	3	0	0	0	0	0	1	0	0	0
2455	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	8	21	49	40	67	33
2456	0	0	3	0	1	6	0	0	1	0	0	0	62	43	4	39	5	5	0	3	4	0	0	1
2457	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	14	4	3	3	188	11
2458	0	0	0	0	0	0	22	107	29	1	11	1	0	0	0	0	0	0	9	6	11	13	15	1
2459	0	0	0	0	0	0	0	173	14	2	36	1	0	0	0	0	0	0	0	0	0	0	0	0
2460	0	0	0	0	0	0	64	60	64	16	17	4	0	0	0	0	0	0	0	0	0	0	1	0
2461	0	0	0	0	0	0	35	23	148	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0
2462	0	0	0	0	0	0	48	87	36	1	48	6	0	0	0	0	0	0	0	0	0	0	0	0
2463	4	1	17	5	15	11	1	0	1	1	2	0	7	39	9	24	5	74	0	1	2	0	2	0
2464	0	0	0	0	0	0	11	17	6	7	11	162	0	0	0	0	0	0	0	1	5	2	4	0
2465	0	0	0	0	0	0	0	0	1	60	2	0	0	9	0	0	0	1	3	26	11	17	35	43
2466	0	0	0	0	0	0	1	1	3	6	44	116	0	0	0	0	0	0	4	1	11	4	32	3
2467	0	0	0	0	0	0	85	5	27	11	3	0	0	0	0	0	0	0	16	19	23	16	17	4
2468	0	0	0	0	0	0	75	29	94	6	11	0	0	0	0	0	0	0	1	4	2	1	2	1
2470	0	0	0	0	0	0	13	99	67	10	35	1	0	0	0	0	0	0	0	0	0	0	0	0
2471	0	0	0	0	0	0	66	19	98	5	2	0	0	0	10	0	18	1	0	0	0	0	0	0
2472	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	68	8	13	10	124	1
2473	15	20	22	13	3	16	0	0	0	0	0	0	6	6	9	1	32	9	0	0	0	0	0	0
2474	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	48	5	10	9	148	2
2475	0	0	0	0	0	0	1	0	0	18	18	135	0	0	0	0	0	0	0	4	12	10	7	19
2477	0	0	0	0	0	1	34	140	31	3	11	2	0	0	0	0	0	0	0	0	2	0	0	0
2478	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	58	55	15	8	68	15
2479	0	0	0	0	0	0	15	2	24	27	5	0	0	0	0	0	0	0	65	37	2	2	43	2
2480	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	54	63	21	14	58	13
2481	0	0	0	0	0	0	27	66	64	15	8	0	0	0	0	0	0	0	12	9	7	2	13	1
2483	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	32	16	32	45	81	8
2484	5	7	11	22	3	1	0	0	0	0	0	0	35	21	3	4	9	102	0	0	0	0	0	0
2485	0	0	11	11	0	6	8	24	8	11	22	31	8	10	3	16	1	26	1	5	3	2	3	7
2486	0	0	0	0	0	0	24	39	144	1	9	0	0	0	0	0	0	0	3	0	1	0	1	0
2487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	13	45	43	82	35
2488	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	40	78	12	13	65	8
2490	0	0	2	3	5	6	0	0	0	0	0	0	44	18	41	19	71	2	0	0	0	0	0	0
2491	0	0	0	0	0	0	14	32	103	4	62	2	0	0	0	0	0	0	3	1	0	0	1	0
2492	0	0	0	0	0	0	0	17	4	83	22	44	0	5	1	6	0	0	1	24	1	3	2	1
2493	0	0	0	0	0	0	0	1	0	1	77	137	0	0	0	0	0	0	0	1	2	1	0	2
2494	0	0	1	0	0	0	0	0	1	13	0	1	0	3	1	0	1	0	22	22	40	38	59	19
2495	0	1	11	0	13	26	0	1	1	2	0	0	10	55	25	19	3	8	0	5	3	2	27	6
2496	1	1	13	1	6	40	15	23	4	1	9	0	10	16	23	24	9	7	1	1	6	3	0	6
2497	25	12	29	12	35	12	1	0	0	0	0	0	13	1	22	10	16	11	0	0	0	0	0	0
2498	0	0	0	0	0	0	5	0	1	10	0	0	0	0	0	0	0	0	91	45	6	6	52	5
2499	0	6	11	2	2	4	0	0	0	0	0	0	47	10	24	6	53	47	0	1	0	0	0	0
2500	1	0	0	0	0	0	1	0	1	11	0	1	0	0	0	0	0	0	17	13	47	30	79	19
2501	9	10	7	9	11	5	0	0	0	1	0	0	1	4	17	2	21	6	0	0	0	0	0	0
2502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	54	59	61	45
2503	7	1	1	0	6	8	0	0	1	0	0	0	3	64	6	12	3	3	0	1	15	11	1	0
2504	7	9	23	50	24	22	0	0	1	0	0	0	15	6	10	10	27	1	0	0	0	0	0	0
2505	58	28	3	10	72	9	0	0	0	0	0	0	8	3	5	17	1	1	0	0	0	0	0	0
2506	0	0	0	0	0	1	6	0	7	21	5	28	0	0	0	0	0	1	0	26	19	17	14	75
2507	0	0	0	1	0	2	74	26	56	18	8	0	1	0	2	1	0	0	7	7	0	2	12	3
2508	7	28	12	24	12	5	10	1	1	1	0	0	2	2	16	5	38	12	0	0	0	0	10	0
2510	44	65	13	22	9	22	0	1	0	0	0	0	0	1	1	11	0	0	0	0	9	9	0	1
2511	3	10	1	16	0	0	0	0	0	0	0	0	12	7	29	3	22	32	0	0	0	0	0	0
2512	5	7	4	18	5	13	0	0	0	0	0	0	21	18	25	18	20	12	0	0	0	0	0	0
2513	2	13	69	19	7	6	0	0	0	0	0	0	4	2	7	5	56	12	0	0	0	0	0	0
2514	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	1	0	46	29	24	20	80	8
2515	2	1	0	8	22	7	0	0	0	0	0	0	67	48	41	15	1	5	0	0	0	0	0	0
2516	0	0	0	0	0	0	0	1	0	0	36	152	0	0	0	0	0	0	0	17	4	1	6	2
2517	0	0	0	0	0	0	2	84	59	25	12	4	0	0	0	0	0	0	10	3	5	5	4	5
2518	1	1	2	0	1	5	36	19	7	1	12	6	1	5	4	10	1	1	0	2	17	9	8	49
2519	3	2	4	5	11	6	0	0	0	0	1	0	5	16	18	8	27	7	6	4	6	6	18	2
2520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	31	112	39
2521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	28	28	19	102	17
2522	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	10	26	28	38	86	24
2523	12	3	40	4	22	64	0	0	0	0	0	0	1	6	18	11	12	7	0	0	0	2	0	8
2524	0	0	0	0	0	0	4	1	2	4	0	0	0	1	0	0	0	0	18	31	49	27	64	16
2525	0	0	42	0	3	19	1	0	0	0	0	0	4	5	30	11	31	3	1	0	0	0	0	0
2526	1	1	22	16	4	1	0	0	0	0	0	0	1	5	36	2	94	7	0	0	1	0	0	0
